	BACE1	UBQLN1	MS4A6A	ABI3	ZCWPW1	MS4A4A	FRMD4A	IGF1R	MAPT	TP53INP1	SLC30A6	GSK3B	INSR	APH1B	MAN2A1	PSEN1	MTHFR	SLC30A4	ACE	TFCP2	SORCS1	ALPK2	SOAT1	NOS3	PPP1R37	GLIS3	SRRM4	CST3	SORL1	APOC2	SCIMP	ENTPD7	CELF1	ARID5B	PGBD1	HFE	CD2AP	CTNNA3	TFAM	BDNF	CYP19A1	PM20D1	IGF1	CHRNB2	EIF2AK3	EPHA1	CLNK	NEDD9	SLC24A4	CR1	GAPDH
FCHO2	0.3181	0.4308	0.111	-0.1814	0.227	-0.0963	0.3988	0.5151	0.3275	0.2831	0.2561	0.3332	0.5272	0.6453	0.544	0.4023	0.3186	0.5861	0.1421	0.5276	0.4251	-0.0624	0.4384	-0.1341	-0.0592	0.3356	-0.0815	-0.0773	0.0964	-0.0914	-0.1662	0.1048	-0.2258	-0.1554	0.2182	-0.0754	-0.0915	0.3218	-0.0163	0.0259	-0.2591	0.0474	-0.1376	-0.0624	-0.2011	-0.222	-0.1876	-0.0742	0.3216	0.099	0.021
SLC44A3	0.0182	0.1424	0.5164	0.0779	0.0445	0.1674	0.0386	0.2419	-0.0049	0.2996	0.2357	-0.0149	0.1963	0.4265	0.3047	0.2696	0.1527	0.3132	0.182	0.2717	0.1734	0.0825	0.3764	-0.0263	-0.0967	0.5276	-0.2305	0.0777	-0.0019	0.1185	0.092	0.1177	0.0436	0.0446	-0.0387	0.1017	0.052	0.1527	0.0107	0.1527	0.0511	0.2008	0.1088	-0.0515	0.0376	0.0468	-0.0342	0.0622	0.1794	0.1945	0.0483
PPP1CB	0.3942	0.4953	0.1622	-0.1021	-0.0436	0.082	0.0903	0.3099	0.3519	0.0929	0.1826	0.3915	0.2704	0.1787	0.3427	0.3622	0.2881	0.2749	0.1467	0.1738	0.1569	0.1114	0.0317	0.0547	0.0925	0.2627	0.2688	0.0875	0.4091	-0.0101	0.0522	-0.0433	0.1085	0.028	0.0482	0.1643	-0.067	0.2175	0.2655	0.0708	0.0555	0.0494	0.0046	0.1403	0.0687	0.0033	-0.1251	0.1268	0.1536	-0.0093	0.7056
PRELP	-0.1449	-0.0891	0.2115	0.149	0.0479	0.1031	0.0466	0.2029	0.0404	0.1768	0.0996	-0.1195	0.1834	0.1016	0.0446	0.0783	0.142	0.0116	0.0811	-0.0119	-0.0293	0.131	0.0995	-0.0434	0.0738	0.2564	-0.0945	0.1358	-0.0155	-0.0082	-0.0237	0.0121	0.0046	0.0178	-0.0807	-0.0333	0.0874	-0.0637	-0.0397	-0.0266	-0.0344	0.0603	0.1151	-0.0482	0.0166	0.0199	0.0566	0.1005	0.1978	0.0368	0.0027
PEX2	0.2377	0.113	0.3926	0.1863	0.1244	0.2999	-0.1119	0.371	0.0811	0.4871	0.4463	-0.0682	0.4393	0.4332	0.4353	0.4601	0.2639	0.3963	0.3294	0.3356	0.0351	0.2298	0.469	0.0893	-0.0218	0.481	-0.2402	0.1252	0.1841	0.304	0.3357	0.2712	0.2519	0.2344	-0.0678	0.372	0.1547	0.3601	0.2038	0.281	0.2034	0.4691	0.3668	-0.0111	0.0475	0.2774	0.1579	0.2692	0.3142	0.4111	-0.0104
ZNF775	0.1457	0.0132	0.1969	0.3277	0.4031	0.3875	-0.1404	-0.0112	0.1407	0.3152	0.0958	0.0103	0.1075	0.1936	0.0939	0.3442	0.1018	0.2989	0.4531	0.1937	0.0463	0.3718	0.2518	0.5662	0.2717	0.1268	-0.2565	0.1947	0.0399	0.4717	0.3612	0.1673	0.4087	0.4991	0.2454	0.1674	0.3773	0.1579	0.2095	0.1251	0.556	0.1659	0.2027	0.3124	0.3494	0.2579	0.3349	0.19	0.053	0.0461	-0.0085
ITGB1BP1	0.0971	0.0196	0.0319	0.2416	0.3339	0.1753	0.0517	-0.0086	0.1126	0.1411	-0.0362	0.0513	0.0787	0.1103	0.0131	0.1342	0.119	0.19	0.2369	0.1236	0.0671	0.2575	0.0974	0.2496	0.183	-0.0222	-0.1401	0.2079	-0.0118	0.1914	0.1069	0.0582	0.2363	0.2219	0.1699	0.0729	0.2368	0.0625	0.062	-0.0579	0.2512	0.061	0.0333	0.1818	0.2858	0.1685	0.1589	0.141	0.0319	-0.0568	0.0602
DACT3	0.3378	0.4158	-0.1748	-0.0497	0.149	-0.0972	0.2893	-0.0084	0.5862	-0.1172	-0.1299	0.5063	0.1174	0.17	0.0983	0.2204	0.1462	0.2291	0.0779	0.0858	0.2347	0.0821	-0.0599	0.1633	0.3825	-0.1489	0.2734	-0.1355	0.1613	-0.0679	-0.1168	-0.0666	-0.0864	-0.0043	0.2857	-0.1577	0.1124	-0.0352	-0.0431	0.0077	-0.0881	-0.2926	-0.1973	0.2339	-0.0536	-0.1362	-0.0459	-0.03	0.0336	-0.2568	0.2884
ZNF526	0.104	0.1951	0.1573	0.1516	0.3106	0.3073	0.1535	0.2203	0.2662	0.2123	0.2444	0.1513	0.2753	0.2604	0.1163	0.2502	0.2871	0.3295	0.3583	0.3163	0.2946	0.1722	0.3272	0.2401	0.1771	0.179	-0.0058	0.1893	0.0407	0.2876	0.1543	0.2482	0.1647	0.2181	0.1869	0.0503	0.0921	0.0908	0.128	0.1218	0.1368	0.1231	0.0697	0.2343	0.0822	0.0743	0.1257	0.1089	0.1732	0.0233	0.0307
HELZ2	0.1115	0.0415	0.4593	0.4298	0.2688	0.5443	-0.1998	0.0992	0.1882	0.4207	0.1909	-0.065	0.2112	0.2309	0.1862	0.3389	0.2576	0.2674	0.5754	0.1781	-0.0371	0.4248	0.3005	0.5459	0.2684	0.2829	-0.1813	0.391	0.2787	0.503	0.3733	0.2389	0.5428	0.4892	0.1142	0.3765	0.3835	0.1383	0.2848	0.1536	0.601	0.3242	0.3303	0.3073	0.4097	0.3517	0.299	0.3009	0.1214	0.1749	0.2144
FREM1	0.0256	-0.0442	0.2449	0.3559	0.2335	0.4066	-0.2013	0.0438	0.0445	0.4225	0.2924	-0.0752	0.0046	0.1011	0.0396	0.2194	0.0412	0.1935	0.3104	0.1322	-0.0526	0.3877	0.2304	0.3398	0.2101	0.2326	-0.1601	0.2934	0.1167	0.43	0.5036	0.2587	0.5165	0.4474	0.0526	0.4444	0.2347	0.0624	0.2429	0.3362	0.5337	0.3631	0.4751	0.2269	0.3127	0.4369	0.3772	0.3473	0.1587	0.306	-0.0334
SLC52A3	-0.0041	-0.1942	0.4118	0.3966	0.0697	0.4795	-0.3615	0.1773	0.0679	0.32	0.1549	-0.2639	0.213	0.0064	0.0422	0.1702	0.1125	0.0027	0.4236	-0.091	-0.1988	0.3897	0.1605	0.3434	0.1241	0.2751	-0.131	0.3281	0.1988	0.3621	0.3323	0.0983	0.4133	0.3974	-0.1314	0.4009	0.3059	0.0934	0.2283	0.0261	0.4499	0.343	0.4034	0.1093	0.2401	0.3579	0.3753	0.3124	0.0526	0.2819	0.1624
PAPPA2	-0.1174	-0.2218	0.1987	0.3415	0.0821	0.4326	-0.3352	-0.0218	-0.1007	0.2103	0.0508	-0.275	-0.0717	-0.2186	-0.1321	0.0098	-0.0148	-0.0563	0.2333	-0.0617	-0.2245	0.3105	0.1049	0.3607	0.0422	0.0368	-0.1159	0.4095	0.1683	0.3376	0.4644	0.1997	0.5155	0.4995	-0.0685	0.3871	0.1926	0.0478	0.2664	0.1062	0.5905	0.2939	0.3704	0.192	0.3736	0.4775	0.3825	0.2817	0.0145	0.2112	-0.0066
AGAP1	0.3627	0.5435	-0.0437	-0.1211	0.1848	-0.1134	0.3623	0.3267	0.5541	0.0414	0.1104	0.4623	0.3152	0.2457	0.3638	0.283	0.3634	0.3828	0.014	0.2518	0.31	0.027	0.0276	0.0099	0.3114	0.1144	0.3556	-0.0733	0.343	-0.0873	-0.0441	-0.0313	-0.0726	-0.0559	0.1637	-0.0144	-0.0611	0.2329	0.066	0.0774	-0.0931	-0.0929	-0.0864	0.1054	-0.1042	-0.1023	-0.2104	0.0277	0.1943	-0.0645	0.3068
AGR3	-0.097	-0.0494	0.1635	0.3011	0.2343	0.3313	-0.1306	0.1395	-0.0178	0.3731	0.1968	-0.129	0.1094	0.0606	0.0243	0.0955	0.0574	0.1577	0.215	0.1323	-0.0524	0.3017	0.2698	0.3517	0.062	0.1485	-0.1719	0.4094	0.1364	0.3267	0.3815	0.238	0.4406	0.4229	0.1078	0.3039	0.2079	0.1198	0.1946	0.1284	0.4824	0.3272	0.3108	0.176	0.369	0.4004	0.281	0.2616	0.1301	0.2047	-0.1045
N4BP2	0.0853	0.1588	0.2909	0.098	0.2299	0.2805	-0.0508	0.3084	0.1602	0.3307	0.2513	0.0546	0.2768	0.302	0.2194	0.296	0.2804	0.3661	0.2879	0.2656	0.1223	0.3176	0.3706	0.2301	0.1417	0.3423	-0.0721	0.243	0.2875	0.2117	0.3125	0.2274	0.3513	0.3005	0.0707	0.3461	0.0564	0.1786	0.3033	0.2244	0.3395	0.2887	0.3452	0.132	0.1672	0.3009	0.197	0.2575	0.2896	0.2438	0.1227
BLOC1S3	0.0419	-0.1322	0.2217	0.3876	0.2395	0.4479	-0.1101	0.0573	0.1639	0.2384	0.081	-0.0219	0.1402	0.0546	-0.064	0.1966	0.1285	0.113	0.4596	0.1519	0.0513	0.3031	0.145	0.5652	0.2985	0.1478	-0.1359	0.2526	0.009	0.5217	0.3045	0.1758	0.3535	0.4177	0.1236	0.1794	0.4146	-0.0137	0.2742	0.0534	0.4368	0.1861	0.1948	0.3634	0.27	0.2353	0.3816	0.2526	0.101	0.055	0.0013
PIF1	0.0441	-0.0535	0.2739	0.2357	0.2855	0.3165	-0.1102	0.0831	0.0457	0.2665	0.0978	-0.0336	0.1179	0.2498	0.1196	0.3193	0.0897	0.2943	0.4683	0.2232	0.0942	0.3692	0.319	0.3936	0.1293	0.1304	-0.3095	0.2073	-0.1164	0.3791	0.3742	0.2077	0.3243	0.3862	0.239	0.1717	0.2692	0.1251	0.2518	0.1294	0.4129	0.2545	0.2566	0.2137	0.2711	0.2452	0.3436	0.1781	0.0555	0.1335	-0.0125
LOXL3	0.0637	-0.0578	0.3534	0.2101	0.232	0.4144	-0.2209	0.0527	0.0191	0.3196	0.1265	-0.1302	0.1331	0.1893	0.1552	0.2937	0.1171	0.1578	0.3328	0.0886	-0.1341	0.2568	0.1937	0.3074	0.029	0.1661	-0.2763	0.3052	0.1077	0.2823	0.1718	0.0447	0.2909	0.2263	-0.0274	0.2206	0.1461	0.1069	0.1873	-0.0285	0.3413	0.2002	0.1531	0.1488	0.3089	0.243	0.2003	0.2043	0.1004	0.1584	0.0928
STAM2	0.3228	0.4564	0.1622	-0.0995	0.2283	0.0554	0.2788	0.4504	0.1994	0.3654	0.3906	0.279	0.4748	0.5347	0.5703	0.463	0.2725	0.5228	0.1166	0.5125	0.2441	0.0786	0.4287	-0.0926	0.0015	0.3289	-0.0432	0.1053	0.1622	0.0994	0.1078	0.2099	0.094	-0.0082	0.1827	0.1671	-0.0672	0.3817	0.2094	0.1471	-0.0591	0.2394	0.0886	0.0593	-0.0349	0.0263	-0.1239	0.0798	0.3095	0.2051	0.1187
TMEM237	0.0522	0.3851	-0.2621	-0.2177	0.1999	-0.2223	0.5621	0.1878	0.3073	0.0107	0.1004	0.5021	0.1141	0.272	0.0589	0.0395	0.098	0.2459	-0.0692	0.3167	0.4482	-0.1152	0.0931	-0.13	0.1033	-0.0351	0.2341	-0.0819	-0.06	-0.134	-0.2354	0.0792	-0.2539	-0.2549	0.3287	-0.2241	-0.1739	-0.0842	-0.0435	0.0626	-0.358	-0.1835	-0.2735	0.1499	-0.2219	-0.2565	-0.2482	-0.1703	0.1563	-0.1244	-0.0362
EPB41L4A	0.2477	0.1533	0.3579	0.0523	0.2006	0.2121	-0.037	0.3734	0.0106	0.5015	0.3838	-0.0509	0.3815	0.597	0.53	0.5287	0.2378	0.4965	0.3926	0.4715	0.116	0.1136	0.5217	0.0231	-0.1467	0.4519	-0.3705	0.1195	0.0483	0.1973	0.1641	0.2382	0.0899	0.1405	-0.0085	0.2207	0.0105	0.4465	0.1342	0.1898	0.0922	0.3432	0.2174	-0.0815	0.0112	0.1229	0.0452	0.1794	0.2913	0.3248	-0.0468
TBC1D10C	0.0404	-0.0237	0.3552	0.3274	0.2741	0.4748	-0.1495	0.0882	0.0847	0.3778	0.0994	-0.0652	0.13	0.2006	0.1204	0.3347	0.1504	0.2728	0.462	0.1568	0.0017	0.3509	0.3189	0.4574	0.2128	0.2216	-0.3059	0.2812	0.0635	0.4275	0.3966	0.1218	0.4458	0.4943	0.0718	0.2606	0.4459	0.1566	0.2306	0.0618	0.5223	0.2681	0.3017	0.2749	0.3922	0.3088	0.359	0.3127	0.1368	0.1288	0.0271
ELAVL2	0.0262	0.4502	-0.4804	-0.3391	-0.0968	-0.4026	0.6194	0.0246	0.4214	-0.4699	-0.2389	0.6234	-0.1491	-0.1899	-0.2677	-0.3803	0.0189	-0.0978	-0.4517	-0.0456	0.3958	-0.2993	-0.3329	-0.2593	0.2312	-0.3217	0.7287	-0.279	0.1631	-0.3963	-0.3974	-0.1288	-0.3262	-0.3809	0.1926	-0.3663	-0.2709	-0.3082	-0.1749	-0.0697	-0.4388	-0.4879	-0.4584	0.1066	-0.2705	-0.3336	-0.4008	-0.2765	-0.0168	-0.3685	0.1414
MAP7D2	-0.0046	0.4081	-0.4138	-0.3324	0.1006	-0.211	0.5419	0.0978	0.2814	-0.3045	-0.0798	0.5688	-0.0015	-0.0161	-0.1862	-0.2309	-0.0444	0.1253	-0.181	0.1978	0.5519	-0.2014	0.0535	-0.1486	0.1041	-0.2455	0.4177	-0.2317	-0.0292	-0.1805	-0.2431	0.0478	-0.2057	-0.2881	0.3049	-0.2513	-0.2458	-0.1916	-0.0625	-0.0032	-0.3463	-0.317	-0.3445	0.1723	-0.1992	-0.2696	-0.227	-0.3113	-0.0041	-0.2083	-0.0555
GRASP	0.0297	-0.0247	-0.0852	0.1135	0.2276	0.0938	0.1526	0.0997	0.2123	-0.0184	-0.1153	0.2142	-0.008	0.1011	-0.159	0.0164	0.0341	0.181	0.3696	0.1905	0.3388	0.15	0.1284	0.2974	0.2132	-0.1274	-0.0396	0.1363	-0.1101	0.1722	0.0116	0.0061	0.0581	0.1035	0.212	-0.0274	0.0647	-0.1307	0.1195	0.0382	0.0606	-0.0839	-0.0908	0.2562	0.0537	-0.1036	0.2113	-0.0655	-0.0994	-0.02	0.0616
ACCS	0.038	-0.0214	0.243	0.19	0.2621	0.1859	-0.0467	-0.1096	0.0616	0.2803	0.0575	-0.0395	0.0244	0.291	0.1521	0.287	0.1392	0.2269	0.3047	0.1928	0.0243	0.2887	0.2323	0.2728	0.2111	0.214	-0.2381	0.0696	0.0628	0.2148	0.2763	0.1887	0.2532	0.2943	0.218	0.1641	0.338	0.1118	0.0585	0.1936	0.3495	0.1481	0.1841	0.1539	0.1837	0.13	0.1807	0.177	0.0949	0.0574	-0.0546
HDGFRP3	0.4937	0.6147	0.0421	-0.1493	-0.0873	-0.0038	0.2296	0.2224	0.5262	-0.0788	0.1404	0.5855	0.1915	0.1091	0.2489	0.3209	0.3435	0.2275	0.0635	0.1119	0.2229	0.0709	-0.0708	0.0116	0.304	0.1044	0.492	0.027	0.4191	-0.091	0.0133	-0.0409	0.0855	-0.0153	0.1515	0.121	-0.0855	0.1008	0.295	0.1166	-0.0492	-0.0948	-0.0767	0.2515	-0.0291	0.0094	-0.1739	0.0815	0.1221	-0.1248	0.7064
FMO2	-0.0395	-0.1097	0.352	0.2763	0.178	0.4239	-0.212	0.2219	-0.1417	0.4277	0.3684	-0.1635	0.136	0.167	0.0853	0.2208	0.0477	0.1975	0.3449	0.2031	-0.0135	0.2514	0.3552	0.1136	-0.128	0.3585	-0.2683	0.3444	-0.0696	0.3636	0.3855	0.2679	0.3701	0.2612	-0.0891	0.3535	0.0034	0.1354	0.2752	0.2097	0.3305	0.4419	0.3895	0.0694	0.181	0.3856	0.3044	0.2304	0.2101	0.3672	-0.0863
KCNIP3	0.1294	0.145	-0.0355	0.2111	0.1249	0.1093	0.3052	0.0999	0.3845	-0.0287	-0.0074	0.3166	0.1142	0.0004	-0.0639	0.0866	0.239	0.1096	0.1911	0.1191	0.1809	0.1819	0.0069	0.2245	0.4694	-0.0917	0.1882	0.1013	0.1079	0.1387	0.1184	0.0105	0.1323	0.1634	0.2074	-0.0107	0.2233	-0.1155	0.1699	0.1648	0.1036	-0.0428	0.0593	0.2583	0.0742	0.0329	0.1414	0.1405	0.067	-0.1189	0.1492
DNLZ	0.2098	0.3202	0.1091	0.0678	0.3653	0.137	0.1562	0.1704	0.3682	0.2744	0.1181	0.2594	0.2465	0.3535	0.2392	0.2946	0.2327	0.4232	0.288	0.3207	0.227	0.0767	0.2953	0.3064	0.2649	0.1706	-0.0516	0.0261	0.2128	0.1953	0.0185	0.2015	0.059	0.1531	0.3067	0.0815	0.0473	0.0538	0.0891	0.1274	0.1256	-0.0172	-0.043	0.215	0.0666	-0.0683	0.0137	0.0333	0.2064	0.053	0.1333
PRR11	0.1592	0.0806	0.0223	0.0036	0.3375	-0.0353	0.1891	0.3153	0.046	0.2714	0.1402	0.0035	0.2671	0.4179	0.2839	0.1852	0.3638	0.3802	0.1069	0.3812	0.2295	0.1077	0.3008	0.0558	0.104	0.1891	-0.1561	0.1357	0.1608	0.0481	-0.0115	0.1524	0.0266	0.1074	0.1547	-0.0032	0.0187	0.341	0.0325	-0.0026	0.0597	0.085	-0.0319	-0.0296	0.0636	-0.0435	-0.0279	0.0792	0.1292	0.0919	-0.0652
SDSL	0.1571	0.0759	0.2268	0.219	0.2375	0.2335	0.0204	0.0094	0.1087	0.2292	0.098	0.0299	0.0814	0.2278	0.1217	0.275	0.1311	0.1871	0.2872	0.2729	0.1008	0.2385	0.1646	0.3873	0.2341	0.1922	-0.1781	0.1357	0.0448	0.2793	0.1541	0.0938	0.2251	0.3025	0.2038	0.0475	0.2801	0.0786	0.1551	0.0332	0.3112	0.0877	0.0743	0.224	0.2558	0.1054	0.1523	0.1839	0.1045	-0.0267	0.1732
FBXL19	-0.0013	-0.01	-0.0982	0.1445	0.0113	0.0717	0.1456	0.0473	0.3035	-0.2453	-0.2173	0.1812	-0.0515	-0.2242	-0.2825	-0.1617	0.1126	-0.1292	0.0044	-0.1933	0.0833	0.0866	-0.165	0.0999	0.4393	-0.111	0.3008	0.0038	0.1222	0.0283	-0.0159	-0.098	0.0392	0.0667	-0.0094	-0.1077	0.1481	-0.24	0.0151	-0.1155	0.0239	-0.1638	-0.0415	0.2277	-0.0219	-0.0052	0.0865	0.0409	-0.0343	-0.187	0.164
MFSD8	0.4006	0.583	0.2437	-0.1324	0.2439	0.1072	0.3376	0.3878	0.386	0.4142	0.3959	0.4415	0.3672	0.6683	0.5644	0.5684	0.3563	0.6136	0.2623	0.6181	0.4196	0.1378	0.4318	0.0012	0.1223	0.4095	0.0231	0.0154	0.2281	0.0728	0.0552	0.2338	0.0409	0.0046	0.3011	0.128	-0.0478	0.3138	0.143	0.28	-0.0454	0.1346	0.0467	0.1197	-0.0563	-0.0323	-0.1598	0.0833	0.353	0.1413	0.1956
CMC1	0.1293	0.5236	0.0179	-0.2102	0.2098	-0.0675	0.3681	0.2608	0.151	0.1391	0.2758	0.3719	0.2543	0.4586	0.292	0.193	0.1669	0.4459	-0.0109	0.3754	0.3718	-0.0493	0.3472	-0.1397	0.0207	0.1402	0.0072	-0.1199	-0.0028	-0.0859	-0.1168	0.1682	-0.1139	-0.1212	0.2308	-0.0663	-0.1949	0.1325	-0.0407	0.1182	-0.1901	-0.0275	-0.1086	0.043	-0.0501	-0.1298	-0.2708	-0.0794	0.2029	0.0092	-0.0044
TDRD9	0.0423	0.4076	0.2366	-0.0932	0.0822	0.0246	0.1643	0.2194	0.2688	0.0984	0.1158	0.3525	0.127	0.4251	0.1816	0.2227	0.2347	0.4742	0.2349	0.255	0.3858	0.0703	0.3713	-0.0006	0.1097	0.2275	0.0055	-0.0863	0.0589	0.078	0.0984	0.1643	0.043	0.0216	0.1527	0.0829	-0.0298	0.003	0.053	0.2523	-0.0385	0.0786	0.0412	0.1362	-0.0033	0.0186	-0.1006	0.0521	0.2282	0.0466	0.1328
GEN1	0.0192	-0.05	0.1275	0.1451	0.2387	0.1487	-0.0117	0.0914	0.0155	0.1784	0.0558	-0.0444	0.1751	0.1798	0.0532	0.1695	0.0703	0.2006	0.1959	0.2327	0.077	0.1095	0.3145	0.1542	-0.006	0.0547	-0.2041	0.1219	-0.0517	0.1815	0.1802	0.1937	0.1473	0.2219	0.1193	0.1077	0.0678	0.1066	0.1087	0.0587	0.2014	0.1035	0.0951	0.0608	0.1124	0.1714	0.1746	0.1438	0.1397	0.0866	-0.1446
DEPDC7	0.3875	0.2498	0.2196	-0.0153	0.2761	0.1105	0.0584	0.2685	0.1121	0.493	0.3669	0.0124	0.4304	0.559	0.6472	0.6092	0.2404	0.5045	0.2447	0.4752	0.0363	0.1834	0.4255	0.0476	-0.0774	0.2971	-0.3012	0.0952	0.0998	0.1221	0.1982	0.2395	0.1167	0.1644	0.1793	0.2209	0.03	0.578	0.1488	0.1824	0.1543	0.2737	0.1901	-0.0429	0.0674	0.0932	0.0316	0.1165	0.2223	0.2808	-0.0435
WDR59	0.3011	0.0956	0.363	0.2036	0.0985	0.3763	-0.195	0.2559	0.0948	0.3021	0.2587	-0.0165	0.2933	0.1387	0.3026	0.4161	0.324	0.271	0.3364	0.152	-0.0364	0.3441	0.2449	0.2736	0.1312	0.3406	-0.0911	0.2459	0.2827	0.2853	0.435	0.1483	0.4146	0.4275	0.0359	0.3676	0.2281	0.3135	0.3458	0.1908	0.4417	0.3078	0.3695	0.0867	0.2225	0.3477	0.2615	0.3498	0.1433	0.2155	0.2555
PCED1B	-0.033	-0.0943	0.3595	0.3539	0.1787	0.4492	-0.1901	0.1138	-0.0972	0.3795	0.3828	-0.1518	0.1291	0.1069	0.066	0.2294	0.1314	0.2055	0.3848	0.2414	0.0074	0.3653	0.3361	0.3081	0.0723	0.3235	-0.18	0.352	0.0476	0.4508	0.482	0.3466	0.5157	0.4345	0.0619	0.3911	0.1606	0.1946	0.2847	0.3344	0.5023	0.4979	0.463	0.1716	0.283	0.403	0.2959	0.3027	0.159	0.277	-0.0296
CAMK2N1	0.4631	0.5014	0.0104	-0.1386	-0.0837	-0.0199	0.2081	0.178	0.524	-0.1355	0.045	0.5112	0.1115	0.0188	0.1421	0.23	0.3814	0.1869	0.0396	0.0221	0.2381	0.0858	-0.156	0.0594	0.3817	0.0745	0.5752	-0.0132	0.4678	-0.089	0.061	-0.054	0.083	0.0106	0.084	0.097	-0.0428	0.1153	0.2284	0.1283	-0.0118	-0.1086	-0.027	0.2241	-0.0923	0.0126	-0.1371	0.0881	0.1232	-0.1423	0.6485
GALNT6	0.2701	-0.028	-0.0373	0.1325	0.2937	-0.0135	-0.0419	-0.0286	0.0504	0.2604	0.0643	-0.1334	0.2676	0.3417	0.3588	0.3219	0.0063	0.2302	0.1141	0.2663	-0.1486	0.0469	0.1981	0.1344	-0.0574	-0.0465	-0.3738	-0.0479	-0.0248	0.1093	0.047	0.053	-0.003	0.0823	0.1739	0.0171	0.2237	0.2969	-0.1201	-0.0107	0.0465	0.0719	0.0271	-0.048	0.0334	-0.0554	0.066	0.0113	0.0346	0.1295	-0.2269
ZNF565	0.525	0.5236	0.22	-0.0679	0.1689	0.1161	0.1903	0.4297	0.3755	0.3439	0.3981	0.2657	0.54	0.4688	0.6449	0.5835	0.4596	0.51	0.2194	0.4387	0.18	0.1191	0.3665	0.0134	0.0484	0.3569	0.0176	0.0176	0.3437	0.0597	0.1134	0.1632	0.0786	0.0901	0.1366	0.1917	-0.0366	0.4582	0.2249	0.18	0.0068	0.127	0.0993	0.0639	-0.0293	0.0132	-0.0917	0.1254	0.2906	0.2106	0.3204
FKBP11	0.3539	0.4182	0.1706	-0.0463	-0.063	0.0849	0.0849	0.2849	0.439	0.0022	0.1481	0.424	0.1436	0.1892	0.1685	0.2812	0.3616	0.2401	0.1806	0.1374	0.2428	0.124	0.061	0.0245	0.2671	0.1816	0.3539	0.1124	0.3129	0.0338	0.0988	0.0497	0.1619	0.0857	0.0296	0.1819	-0.0475	0.0713	0.3334	0.1943	0.0215	0.0848	0.0859	0.2408	-0.0697	0.085	-0.0499	0.1627	0.151	-0.0232	0.583
BCL6B	-0.1032	-0.319	0.267	0.5184	0.1408	0.5656	-0.3432	0.0914	-0.0648	0.3158	0.1664	-0.2675	0.0866	-0.1034	-0.1101	0.1027	-0.0128	0.0058	0.4436	-0.0138	-0.1533	0.3984	0.202	0.4891	0.1527	0.1779	-0.2103	0.3491	0.0568	0.593	0.4812	0.2005	0.55	0.4864	-0.1318	0.3523	0.3841	0.0345	0.3032	0.153	0.5823	0.4123	0.4433	0.2922	0.2966	0.3793	0.4901	0.3133	0.045	0.2828	-0.0908
PI16	0.0251	-0.3475	0.21	0.4356	-0.0514	0.2767	-0.2982	-0.1317	0.014	0.1274	0.021	-0.3189	0.0179	-0.1093	-0.0051	0.1334	-0.0847	-0.2039	0.1608	-0.165	-0.3572	0.271	-0.0695	0.1977	0.1374	0.102	-0.1573	0.1962	0.0417	0.2883	0.2801	0.0089	0.3072	0.2576	-0.1408	0.181	0.4176	0.0813	0.1318	-0.0015	0.2787	0.2172	0.3308	0.0959	0.1048	0.2745	0.3376	0.2617	-0.0406	0.1635	-0.0163
ZFAND5	-0.0197	-0.1052	0.4497	0.3857	0.058	0.5501	-0.3689	0.1452	-0.1313	0.4089	0.3608	-0.2471	0.1197	0.0105	0.1002	0.2769	0.1006	0.0978	0.347	0.0782	-0.177	0.4306	0.2565	0.3043	0.0661	0.3399	-0.1965	0.3748	0.1206	0.5285	0.5778	0.2692	0.5853	0.5055	-0.1272	0.491	0.2488	0.1941	0.3441	0.2752	0.56	0.5364	0.5557	0.1724	0.3221	0.5575	0.3659	0.4121	0.149	0.3748	0.004
CRIPAK	0.3969	0.3065	0.044	-0.1445	0.2909	-0.044	0.1722	0.2805	0.3157	0.2909	0.2421	0.2124	0.3736	0.6044	0.5362	0.4907	0.3195	0.5177	0.2647	0.4414	0.2354	0.0388	0.368	-0.0703	0.0213	0.2344	-0.1445	-0.0722	0.1382	-0.0266	0.0148	0.054	-0.0849	-0.0236	0.2407	0.0856	-0.0308	0.3226	0.0334	0.1025	-0.108	0.0836	0.0074	-0.0698	-0.1226	-0.1237	-0.0392	0.013	0.2276	0.1094	0.0881
CCDC64	-0.2766	-0.0751	-0.4306	-0.0519	-0.1952	-0.3567	0.3542	-0.3411	0.0531	-0.4717	-0.3094	0.1081	-0.3522	-0.4191	-0.5	-0.5335	-0.2664	-0.5081	-0.5395	-0.3345	0.0026	-0.2561	-0.5266	-0.2631	0.1781	-0.3925	0.3941	-0.3059	-0.2341	-0.3101	-0.3332	-0.1866	-0.3219	-0.3066	0.0384	-0.4778	-0.0232	-0.4899	-0.328	-0.1432	-0.3846	-0.4196	-0.2629	0.0464	-0.2535	-0.2513	-0.2036	-0.1926	-0.1617	-0.3407	-0.1942
CASC5	-0.1223	-0.2224	0.3702	0.2871	0.1183	0.3948	-0.3244	0.0077	-0.1925	0.2951	0.1584	-0.2793	0.0187	0.0259	0.0145	0.1911	-0.0151	0.1019	0.2539	0.0377	-0.2001	0.4153	0.2776	0.312	-0.021	0.2101	-0.3337	0.2531	-0.0513	0.3892	0.5213	0.2699	0.4674	0.4814	-0.0446	0.3938	0.3087	0.1001	0.3062	0.2163	0.5585	0.4509	0.5131	0.1538	0.3251	0.4483	0.4518	0.3246	0.0554	0.3148	-0.0983
